match,teamInnings,battingPos,batsmanName,runs,balls,4s,6s,SR,out/not_out,match_id
Royal Challengers Bengaluru Vs Chennai Super Kings,Chennai Super Kings,6,Ravindra Jadeja,25,17,0,1,147.05,not_out,1
Royal Challengers Bengaluru Vs Chennai Super Kings,Chennai Super Kings,5,Shivam Dube,34,28,4,1,121.42,not_out,1
Royal Challengers Bengaluru Vs Chennai Super Kings,Chennai Super Kings,4,Daryl Mitchell,22,18,0,2,122.22,out,1
Royal Challengers Bengaluru Vs Chennai Super Kings,Chennai Super Kings,3,Ajinkya Rahane,27,19,0,2,142.10,out,1
Royal Challengers Bengaluru Vs Chennai Super Kings,Chennai Super Kings,2,Rachin Ravindra,37,15,3,3,246.66,out,1
Royal Challengers Bengaluru Vs Chennai Super Kings,Chennai Super Kings,1,Ruturaj Gaikwad (c),15,15,3,0,100.00,out,1
Royal Challengers Bengaluru Vs Chennai Super Kings,Royal Challengers Bengaluru,7,Dinesh Karthik,38,26,3,2,146.15,not_out,1
Royal Challengers Bengaluru Vs Chennai Super Kings,Royal Challengers Bengaluru,6,Anuj Rawat ,48,25,4,3,192.00,out,1
Royal Challengers Bengaluru Vs Chennai Super Kings,Royal Challengers Bengaluru,5,Cameron Green,18,22,1,0,81.81,out,1
Royal Challengers Bengaluru Vs Chennai Super Kings,Royal Challengers Bengaluru,4,Glenn Maxwell,0,1,0,0,0.00,out,1
Royal Challengers Bengaluru Vs Chennai Super Kings,Royal Challengers Bengaluru,3,Rajat Patidar,0,3,0,0,0.00,out,1
Royal Challengers Bengaluru Vs Chennai Super Kings,Royal Challengers Bengaluru,2,Faf du Plessis (c),35,23,8,0,152.17,out,1
Royal Challengers Bengaluru Vs Chennai Super Kings,Royal Challengers Bengaluru,1,Virat Kohli,21,20,0,1,105.00,out,1
Delhi Capitals Vs Punjab Kings,Punjab Kings,8,Harpreet Brar,2,2,0,0,100.00,not_out,2
Delhi Capitals Vs Punjab Kings,Punjab Kings,7,Shashank Singh,0,1,0,0,0.00,out,2
Delhi Capitals Vs Punjab Kings,Punjab Kings,6,Liam Livingstone,38,21,2,3,180.95,not_out,2
Delhi Capitals Vs Punjab Kings,Punjab Kings,5,Jitesh Sharma ,9,9,1,0,100.00,out,2
Delhi Capitals Vs Punjab Kings,Punjab Kings,4,Sam Curran,63,47,6,1,134.04,out,2
Delhi Capitals Vs Punjab Kings,Punjab Kings,3,Prabhsimran Singh,26,17,5,0,152.94,out,2
Delhi Capitals Vs Punjab Kings,Punjab Kings,2,Jonny Bairstow,9,3,2,0,300.00,out,2
Delhi Capitals Vs Punjab Kings,Punjab Kings,1,Shikhar Dhawan (c),22,16,4,0,137.50,out,2
Delhi Capitals Vs Punjab Kings,Delhi Capitals,10,Kuldeep Yadav,1,2,0,0,50.00,out,2
Delhi Capitals Vs Punjab Kings,Delhi Capitals,9,Abishek Porel,32,10,4,2,320.00,not_out,2
Delhi Capitals Vs Punjab Kings,Delhi Capitals,8,Sumit Kumar,2,9,0,0,22.22,out,2
Delhi Capitals Vs Punjab Kings,Delhi Capitals,7,Axar Patel,21,13,2,1,161.53,out,2
Delhi Capitals Vs Punjab Kings,Delhi Capitals,6,Tristan Stubbs,5,8,0,0,62.50,out,2
Delhi Capitals Vs Punjab Kings,Delhi Capitals,5,Ricky Bhui,3,7,0,0,42.85,out,2
Delhi Capitals Vs Punjab Kings,Delhi Capitals,4,Rishabh Pant (c),18,13,2,0,138.46,out,2
Delhi Capitals Vs Punjab Kings,Delhi Capitals,3,Shai Hope,33,25,2,2,132.00,out,2
Delhi Capitals Vs Punjab Kings,Delhi Capitals,2,Mitchell Marsh,20,12,2,2,166.66,out,2
Delhi Capitals Vs Punjab Kings,Delhi Capitals,1,David Warner,29,21,3,2,138.09,out,2
Kolkata Knight Riders Vs Sunrisers Hyderabad,Sunrisers Hyderabad,9,Pat Cummins (c),0,1,0,0,0.00,not_out,3
Kolkata Knight Riders Vs Sunrisers Hyderabad,Sunrisers Hyderabad,8,Marco Jansen,1,1,0,0,100.00,not_out,3
Kolkata Knight Riders Vs Sunrisers Hyderabad,Sunrisers Hyderabad,7,Shahbaz Ahmed,16,5,1,2,320.00,out,3
Kolkata Knight Riders Vs Sunrisers Hyderabad,Sunrisers Hyderabad,6,Abdul Samad,15,11,1,1,136.36,out,3
Kolkata Knight Riders Vs Sunrisers Hyderabad,Sunrisers Hyderabad,5,Heinrich Klaasen ,63,29,0,8,217.24,out,3
Kolkata Knight Riders Vs Sunrisers Hyderabad,Sunrisers Hyderabad,4,Aiden Markram,18,13,2,0,138.46,out,3
Kolkata Knight Riders Vs Sunrisers Hyderabad,Sunrisers Hyderabad,3,Rahul Tripathi,20,20,0,1,100.00,out,3
Kolkata Knight Riders Vs Sunrisers Hyderabad,Sunrisers Hyderabad,2,Abhishek Sharma,32,19,4,2,168.42,out,3
Kolkata Knight Riders Vs Sunrisers Hyderabad,Sunrisers Hyderabad,1,Mayank Agarwal,32,21,4,1,152.38,out,3
Kolkata Knight Riders Vs Sunrisers Hyderabad,Kolkata Knight Riders,9,Mitchell Starc,6,3,1,0,200.00,not_out,3
Kolkata Knight Riders Vs Sunrisers Hyderabad,Kolkata Knight Riders,8,Andre Russell,64,25,3,7,256.00,not_out,3
Kolkata Knight Riders Vs Sunrisers Hyderabad,Kolkata Knight Riders,7,Rinku Singh,23,15,3,0,153.33,out,3
Kolkata Knight Riders Vs Sunrisers Hyderabad,Kolkata Knight Riders,6,Ramandeep Singh,35,17,1,4,205.88,out,3
Kolkata Knight Riders Vs Sunrisers Hyderabad,Kolkata Knight Riders,5,Nitish Rana,9,11,1,0,81.81,out,3
Kolkata Knight Riders Vs Sunrisers Hyderabad,Kolkata Knight Riders,4,Shreyas Iyer (c),0,2,0,0,0.00,out,3
Kolkata Knight Riders Vs Sunrisers Hyderabad,Kolkata Knight Riders,3,Venkatesh Iyer,7,5,1,0,140.00,out,3
Kolkata Knight Riders Vs Sunrisers Hyderabad,Kolkata Knight Riders,2,Sunil Narine,2,4,0,0,50.00,out,3
Kolkata Knight Riders Vs Sunrisers Hyderabad,Kolkata Knight Riders,1,Phil Salt ,54,40,3,3,135.00,out,3
Rajasthan Royals Vs Lucknow Super Giants,Lucknow Super Giants,8,Krunal Pandya,3,5,0,0,60.00,not_out,4
Rajasthan Royals Vs Lucknow Super Giants,Lucknow Super Giants,7,Marcus Stoinis,3,4,0,0,75.00,out,4
Rajasthan Royals Vs Lucknow Super Giants,Lucknow Super Giants,6,Nicholas Pooran,64,41,4,4,156.09,not_out,4
Rajasthan Royals Vs Lucknow Super Giants,Lucknow Super Giants,5,Deepak Hooda,26,13,2,2,200.00,out,4
Rajasthan Royals Vs Lucknow Super Giants,Lucknow Super Giants,4,Ayush Badoni,1,5,0,0,20.00,out,4
Rajasthan Royals Vs Lucknow Super Giants,Lucknow Super Giants,3,Devdutt Padikkal,0,3,0,0,0.00,out,4
Rajasthan Royals Vs Lucknow Super Giants,Lucknow Super Giants,2,KL Rahul (c),58,44,4,2,131.81,out,4
Rajasthan Royals Vs Lucknow Super Giants,Lucknow Super Giants,1,Quinton de Kock,4,5,1,0,80.00,out,4
Rajasthan Royals Vs Lucknow Super Giants,Rajasthan Royals,6,Dhruv Jurel,20,12,1,1,166.66,not_out,4
Rajasthan Royals Vs Lucknow Super Giants,Rajasthan Royals,5,Shimron Hetmyer,5,7,0,0,71.42,out,4
Rajasthan Royals Vs Lucknow Super Giants,Rajasthan Royals,4,Riyan Parag,43,29,1,3,148.27,out,4
Rajasthan Royals Vs Lucknow Super Giants,Rajasthan Royals,3,Sanju Samson (c),82,52,3,6,157.69,not_out,4
Rajasthan Royals Vs Lucknow Super Giants,Rajasthan Royals,2,Jos Buttler,11,9,2,0,122.22,out,4
Rajasthan Royals Vs Lucknow Super Giants,Rajasthan Royals,1,Yashasvi Jaiswal,24,12,3,1,200.00,out,4
Gujarat Titans Vs Mumbai Indians,Mumbai Indians,11,Jasprit Bumrah,1,1,0,0,100.00,not_out,5
Gujarat Titans Vs Mumbai Indians,Mumbai Indians,10,Piyush Chawla,0,1,0,0,0.00,out,5
Gujarat Titans Vs Mumbai Indians,Mumbai Indians,9,Shams Mulani,1,1,0,0,100.00,not_out,5
Gujarat Titans Vs Mumbai Indians,Mumbai Indians,8,Gerald Coetzee,1,3,0,0,33.33,out,5
Gujarat Titans Vs Mumbai Indians,Mumbai Indians,7,Hardik Pandya (c),11,4,1,1,275.00,out,5
Gujarat Titans Vs Mumbai Indians,Mumbai Indians,6,Tim David,11,10,1,0,110.00,out,5
Gujarat Titans Vs Mumbai Indians,Mumbai Indians,5,Tilak Varma,25,19,1,1,131.57,out,5
Gujarat Titans Vs Mumbai Indians,Mumbai Indians,4,Dewald Brevis,46,38,2,3,121.05,out,5
Gujarat Titans Vs Mumbai Indians,Mumbai Indians,3,Naman Dhir,20,10,3,1,200.00,out,5
Gujarat Titans Vs Mumbai Indians,Mumbai Indians,2,Rohit Sharma,43,29,7,1,148.27,out,5
Gujarat Titans Vs Mumbai Indians,Mumbai Indians,1,Ishan Kishan ,0,4,0,0,0.00,out,5
Gujarat Titans Vs Mumbai Indians,Gujarat Titans,8,Rashid Khan,4,3,0,0,133.33,not_out,5
Gujarat Titans Vs Mumbai Indians,Gujarat Titans,7,Rahul Tewatia,22,15,2,1,146.66,out,5
Gujarat Titans Vs Mumbai Indians,Gujarat Titans,6,Vijay Shankar,6,5,0,0,120.00,not_out,5
Gujarat Titans Vs Mumbai Indians,Gujarat Titans,5,David Miller,12,11,1,0,109.09,out,5
Gujarat Titans Vs Mumbai Indians,Gujarat Titans,4,Azmatullah Omarzai,17,11,1,1,154.54,out,5
Gujarat Titans Vs Mumbai Indians,Gujarat Titans,3,Sai Sudharsan,45,39,3,1,115.38,out,5
Gujarat Titans Vs Mumbai Indians,Gujarat Titans,2,Shubman Gill (c),31,22,3,1,140.90,out,5
Gujarat Titans Vs Mumbai Indians,Gujarat Titans,1,Wriddhiman Saha ,19,15,4,0,126.66,out,5
Punjab Kings Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,8,Mahipal Lomror,17,8,2,1,212.50,not_out,6
Punjab Kings Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,7,Dinesh Karthik,28,10,3,2,280.00,not_out,6
Punjab Kings Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,6,Anuj Rawat ,11,14,1,0,78.57,out,6
Punjab Kings Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,5,Glenn Maxwell,3,5,0,0,60.00,out,6
Punjab Kings Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,4,Rajat Patidar,18,18,1,1,100.00,out,6
Punjab Kings Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,3,Cameron Green,3,5,0,0,60.00,out,6
Punjab Kings Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,2,Faf du Plessis (c),3,7,0,0,42.85,out,6
Punjab Kings Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,1,Virat Kohli,77,49,11,2,157.14,out,6
Punjab Kings Vs Royal Challengers Bengaluru,Punjab Kings,8,Harpreet Brar,2,2,0,0,100.00,not_out,6
Punjab Kings Vs Royal Challengers Bengaluru,Punjab Kings,7,Shashank Singh,21,8,1,2,262.50,not_out,6
Punjab Kings Vs Royal Challengers Bengaluru,Punjab Kings,6,Jitesh Sharma ,27,20,1,2,135.00,out,6
Punjab Kings Vs Royal Challengers Bengaluru,Punjab Kings,5,Sam Curran,23,17,3,0,135.29,out,6
Punjab Kings Vs Royal Challengers Bengaluru,Punjab Kings,4,Liam Livingstone,17,13,1,1,130.76,out,6
Punjab Kings Vs Royal Challengers Bengaluru,Punjab Kings,3,Prabhsimran Singh,25,17,2,2,147.05,out,6
Punjab Kings Vs Royal Challengers Bengaluru,Punjab Kings,2,Jonny Bairstow,8,6,2,0,133.33,out,6
Punjab Kings Vs Royal Challengers Bengaluru,Punjab Kings,1,Shikhar Dhawan (c),45,37,5,1,121.62,out,6
Chennai Super Kings Vs Gujarat Titans,Gujarat Titans,10,Spencer Johnson,5,5,1,0,100.00,not_out,7
Chennai Super Kings Vs Gujarat Titans,Gujarat Titans,9,Umesh Yadav,10,11,0,1,90.90,not_out,7
Chennai Super Kings Vs Gujarat Titans,Gujarat Titans,8,Rashid Khan,1,2,0,0,50.00,out,7
Chennai Super Kings Vs Gujarat Titans,Gujarat Titans,7,Rahul Tewatia,6,11,1,0,54.54,out,7
Chennai Super Kings Vs Gujarat Titans,Gujarat Titans,6,Azmatullah Omarzai,11,10,1,0,110.00,out,7
Chennai Super Kings Vs Gujarat Titans,Gujarat Titans,5,David Miller,21,16,3,0,131.25,out,7
Chennai Super Kings Vs Gujarat Titans,Gujarat Titans,4,Vijay Shankar,12,12,0,1,100.00,out,7
Chennai Super Kings Vs Gujarat Titans,Gujarat Titans,3,Sai Sudharsan,37,31,3,0,119.35,out,7
Chennai Super Kings Vs Gujarat Titans,Gujarat Titans,2,Shubman Gill (c),8,5,0,1,160.00,out,7
Chennai Super Kings Vs Gujarat Titans,Gujarat Titans,1,Wriddhiman Saha ,21,17,4,0,123.52,out,7
Chennai Super Kings Vs Gujarat Titans,Chennai Super Kings,7,Ravindra Jadeja,7,3,1,0,233.33,out,7
Chennai Super Kings Vs Gujarat Titans,Chennai Super Kings,6,Sameer Rizvi,14,6,0,2,233.33,out,7
Chennai Super Kings Vs Gujarat Titans,Chennai Super Kings,5,Daryl Mitchell,24,20,2,0,120.00,not_out,7
Chennai Super Kings Vs Gujarat Titans,Chennai Super Kings,4,Shivam Dube,51,23,2,5,221.73,out,7
Chennai Super Kings Vs Gujarat Titans,Chennai Super Kings,3,Ajinkya Rahane,12,12,0,0,100.00,out,7
Chennai Super Kings Vs Gujarat Titans,Chennai Super Kings,2,Rachin Ravindra,46,20,6,3,230.00,out,7
Chennai Super Kings Vs Gujarat Titans,Chennai Super Kings,1,Ruturaj Gaikwad (c),46,36,5,1,127.77,out,7
Sunrisers Hyderabad Vs Mumbai Indians,Mumbai Indians,7,Romario Shepherd,15,6,2,1,250.00,not_out,8
Sunrisers Hyderabad Vs Mumbai Indians,Mumbai Indians,6,Tim David,42,22,2,3,190.90,not_out,8
Sunrisers Hyderabad Vs Mumbai Indians,Mumbai Indians,5,Hardik Pandya (c),24,20,1,1,120.00,out,8
Sunrisers Hyderabad Vs Mumbai Indians,Mumbai Indians,4,Tilak Varma,64,34,2,6,188.23,out,8
Sunrisers Hyderabad Vs Mumbai Indians,Mumbai Indians,3,Naman Dhir,30,14,2,2,214.28,out,8
Sunrisers Hyderabad Vs Mumbai Indians,Mumbai Indians,2,Ishan Kishan ,34,13,2,4,261.53,out,8
Sunrisers Hyderabad Vs Mumbai Indians,Mumbai Indians,1,Rohit Sharma,26,12,1,3,216.66,out,8
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,5,Heinrich Klaasen ,80,34,4,7,235.29,not_out,8
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,4,Aiden Markram,42,28,2,1,150.00,not_out,8
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,3,Abhishek Sharma,63,23,3,7,273.91,out,8
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,2,Travis Head,62,24,9,3,258.33,out,8
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,1,Mayank Agarwal,11,13,1,0,84.61,out,8
Rajasthan Royals Vs Delhi Capitals,Delhi Capitals,7,Axar Patel,15,13,1,0,115.38,not_out,9
Rajasthan Royals Vs Delhi Capitals,Delhi Capitals,6,Abishek Porel,9,10,0,0,90.00,out,9
Rajasthan Royals Vs Delhi Capitals,Delhi Capitals,5,Tristan Stubbs,44,23,2,3,191.30,not_out,9
Rajasthan Royals Vs Delhi Capitals,Delhi Capitals,4,Rishabh Pant (c),28,26,2,1,107.69,out,9
Rajasthan Royals Vs Delhi Capitals,Delhi Capitals,3,Ricky Bhui,0,2,0,0,0.00,out,9
Rajasthan Royals Vs Delhi Capitals,Delhi Capitals,2,Mitchell Marsh,23,12,5,0,191.66,out,9
Rajasthan Royals Vs Delhi Capitals,Delhi Capitals,1,David Warner,49,34,5,3,144.11,out,9
Rajasthan Royals Vs Delhi Capitals,Rajasthan Royals,7,Shimron Hetmyer,14,7,1,1,200.00,not_out,9
Rajasthan Royals Vs Delhi Capitals,Rajasthan Royals,6,Dhruv Jurel,20,12,3,0,166.66,out,9
Rajasthan Royals Vs Delhi Capitals,Rajasthan Royals,5,Ravichandran Ashwin,29,19,0,3,152.63,out,9
Rajasthan Royals Vs Delhi Capitals,Rajasthan Royals,4,Riyan Parag,84,45,7,6,186.66,not_out,9
Rajasthan Royals Vs Delhi Capitals,Rajasthan Royals,3,Sanju Samson (c),15,14,3,0,107.14,out,9
Rajasthan Royals Vs Delhi Capitals,Rajasthan Royals,2,Jos Buttler,11,16,0,0,68.75,out,9
Rajasthan Royals Vs Delhi Capitals,Rajasthan Royals,1,Yashasvi Jaiswal,5,7,1,0,71.42,out,9
Royal Challengers Bengaluru Vs Kolkata Knight Riders,Kolkata Knight Riders,5,Rinku Singh,5,5,0,0,100.00,not_out,10
Royal Challengers Bengaluru Vs Kolkata Knight Riders,Kolkata Knight Riders,4,Shreyas Iyer (c),39,24,2,2,162.50,not_out,10
Royal Challengers Bengaluru Vs Kolkata Knight Riders,Kolkata Knight Riders,3,Venkatesh Iyer,50,30,3,4,166.66,out,10
Royal Challengers Bengaluru Vs Kolkata Knight Riders,Kolkata Knight Riders,2,Sunil Narine,47,22,2,5,213.63,out,10
Royal Challengers Bengaluru Vs Kolkata Knight Riders,Kolkata Knight Riders,1,Phil Salt ,30,20,2,2,150.00,out,10
Royal Challengers Bengaluru Vs Kolkata Knight Riders,Royal Challengers Bengaluru,7,Dinesh Karthik,20,8,0,3,250.00,out,10
Royal Challengers Bengaluru Vs Kolkata Knight Riders,Royal Challengers Bengaluru,6,Anuj Rawat ,3,3,0,0,100.00,out,10
Royal Challengers Bengaluru Vs Kolkata Knight Riders,Royal Challengers Bengaluru,5,Rajat Patidar,3,4,0,0,75.00,out,10
Royal Challengers Bengaluru Vs Kolkata Knight Riders,Royal Challengers Bengaluru,4,Glenn Maxwell,28,19,3,1,147.36,out,10
Royal Challengers Bengaluru Vs Kolkata Knight Riders,Royal Challengers Bengaluru,3,Cameron Green,33,21,4,2,157.14,out,10
Royal Challengers Bengaluru Vs Kolkata Knight Riders,Royal Challengers Bengaluru,2,Faf du Plessis (c),8,6,0,1,133.33,out,10
Royal Challengers Bengaluru Vs Kolkata Knight Riders,Royal Challengers Bengaluru,1,Virat Kohli,83,59,4,4,140.67,not_out,10
Lucknow Super Giants Vs Punjab Kings,Punjab Kings,7,Shashank Singh,9,7,1,0,128.57,not_out,11
Lucknow Super Giants Vs Punjab Kings,Punjab Kings,6,Sam Curran,0,1,0,0,0.00,out,11
Lucknow Super Giants Vs Punjab Kings,Punjab Kings,5,Liam Livingstone,28,17,2,2,164.70,not_out,11
Lucknow Super Giants Vs Punjab Kings,Punjab Kings,4,Jitesh Sharma ,6,9,1,0,66.66,out,11
Lucknow Super Giants Vs Punjab Kings,Punjab Kings,3,Prabhsimran Singh,19,7,1,2,271.42,out,11
Lucknow Super Giants Vs Punjab Kings,Punjab Kings,2,Jonny Bairstow,42,29,3,3,144.82,out,11
Lucknow Super Giants Vs Punjab Kings,Punjab Kings,1,Shikhar Dhawan (c),70,50,7,3,140.00,out,11
Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,10,Naveen-ul-Haq,0,0,0,0,-,not_out,11
Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,9,Mohsin Khan,2,1,0,0,200.00,out,11
Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,8,Ravi Bishnoi,0,1,0,0,0.00,out,11
Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,7,Krunal Pandya,43,22,4,2,195.45,not_out,11
Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,6,Ayush Badoni,8,10,0,0,80.00,out,11
Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,5,Nicholas Pooran (c),42,21,3,3,200.00,out,11
Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,4,Marcus Stoinis,19,12,0,2,158.33,out,11
Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,3,Devdutt Padikkal,9,6,2,0,150.00,out,11
Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,2,KL Rahul,15,9,1,1,166.66,out,11
Lucknow Super Giants Vs Punjab Kings,Lucknow Super Giants,1,Quinton de Kock ,54,38,5,2,142.10,out,11
Sunrisers Hyderabad Vs Gujarat Titans,Gujarat Titans,5,Vijay Shankar,14,11,2,0,127.27,not_out,12
Sunrisers Hyderabad Vs Gujarat Titans,Gujarat Titans,4,David Miller,44,27,4,2,162.96,not_out,12
Sunrisers Hyderabad Vs Gujarat Titans,Gujarat Titans,3,Sai Sudharsan,45,36,4,1,125.00,out,12
Sunrisers Hyderabad Vs Gujarat Titans,Gujarat Titans,2,Shubman Gill (c),36,28,2,1,128.57,out,12
Sunrisers Hyderabad Vs Gujarat Titans,Gujarat Titans,1,Wriddhiman Saha ,25,13,1,2,192.30,out,12
Sunrisers Hyderabad Vs Gujarat Titans,Sunrisers Hyderabad,9,Pat Cummins (c),2,2,0,0,100.00,not_out,12
Sunrisers Hyderabad Vs Gujarat Titans,Sunrisers Hyderabad,8,Washington Sundar,0,1,0,0,0.00,out,12
Sunrisers Hyderabad Vs Gujarat Titans,Sunrisers Hyderabad,7,Abdul Samad,29,14,3,1,207.14,out,12
Sunrisers Hyderabad Vs Gujarat Titans,Sunrisers Hyderabad,6,Shahbaz Ahmed,22,20,1,1,110.00,out,12
Sunrisers Hyderabad Vs Gujarat Titans,Sunrisers Hyderabad,5,Heinrich Klaasen ,24,13,1,2,184.61,out,12
Sunrisers Hyderabad Vs Gujarat Titans,Sunrisers Hyderabad,4,Aiden Markram,17,19,0,0,89.47,out,12
Sunrisers Hyderabad Vs Gujarat Titans,Sunrisers Hyderabad,3,Abhishek Sharma,29,20,2,2,145.00,out,12
Sunrisers Hyderabad Vs Gujarat Titans,Sunrisers Hyderabad,2,Mayank Agarwal,16,17,2,0,94.11,out,12
Sunrisers Hyderabad Vs Gujarat Titans,Sunrisers Hyderabad,1,Travis Head,19,14,3,0,135.71,out,12
Delhi Capitals Vs Chennai Super Kings,Chennai Super Kings,8,MS Dhoni ,37,16,4,3,231.25,not_out,13
Delhi Capitals Vs Chennai Super Kings,Chennai Super Kings,7,Ravindra Jadeja,21,17,2,0,123.52,not_out,13
Delhi Capitals Vs Chennai Super Kings,Chennai Super Kings,6,Sameer Rizvi,0,1,0,0,0.00,out,13
Delhi Capitals Vs Chennai Super Kings,Chennai Super Kings,5,Shivam Dube,18,17,1,0,105.88,out,13
Delhi Capitals Vs Chennai Super Kings,Chennai Super Kings,4,Daryl Mitchell,34,26,1,2,130.76,out,13
Delhi Capitals Vs Chennai Super Kings,Chennai Super Kings,3,Ajinkya Rahane,45,30,5,2,150.00,out,13
Delhi Capitals Vs Chennai Super Kings,Chennai Super Kings,2,Rachin Ravindra,2,12,0,0,16.66,out,13
Delhi Capitals Vs Chennai Super Kings,Chennai Super Kings,1,Ruturaj Gaikwad (c),1,2,0,0,50.00,out,13
Delhi Capitals Vs Chennai Super Kings,Delhi Capitals,7,Abishek Porel,9,6,1,0,150.00,not_out,13
Delhi Capitals Vs Chennai Super Kings,Delhi Capitals,6,Axar Patel,7,8,0,0,87.50,not_out,13
Delhi Capitals Vs Chennai Super Kings,Delhi Capitals,5,Tristan Stubbs,0,2,0,0,0.00,out,13
Delhi Capitals Vs Chennai Super Kings,Delhi Capitals,4,Mitchell Marsh,18,12,2,1,150.00,out,13
Delhi Capitals Vs Chennai Super Kings,Delhi Capitals,3,Rishabh Pant (c),51,32,4,3,159.37,out,13
Delhi Capitals Vs Chennai Super Kings,Delhi Capitals,2,David Warner,52,35,5,3,148.57,out,13
Delhi Capitals Vs Chennai Super Kings,Delhi Capitals,1,Prithvi Shaw,43,27,4,2,159.25,out,13
Mumbai Indians Vs Rajasthan Royals,Rajasthan Royals,6,Shubham Dubey,8,6,1,0,133.33,not_out,14
Mumbai Indians Vs Rajasthan Royals,Rajasthan Royals,5,Ravichandran Ashwin,16,16,1,0,100.00,out,14
Mumbai Indians Vs Rajasthan Royals,Rajasthan Royals,4,Riyan Parag,54,39,5,3,138.46,not_out,14
Mumbai Indians Vs Rajasthan Royals,Rajasthan Royals,3,Sanju Samson (c),12,10,3,0,120.00,out,14
Mumbai Indians Vs Rajasthan Royals,Rajasthan Royals,2,Jos Buttler,13,16,2,0,81.25,out,14
Mumbai Indians Vs Rajasthan Royals,Rajasthan Royals,1,Yashasvi Jaiswal,10,6,2,0,166.66,out,14
Mumbai Indians Vs Rajasthan Royals,Mumbai Indians,11,Akash Madhwal,4,5,0,0,80.00,not_out,14
Mumbai Indians Vs Rajasthan Royals,Mumbai Indians,10,Jasprit Bumrah,8,9,1,0,88.88,not_out,14
Mumbai Indians Vs Rajasthan Royals,Mumbai Indians,9,Gerald Coetzee,4,9,0,0,44.44,out,14
Mumbai Indians Vs Rajasthan Royals,Mumbai Indians,8,Tim David,17,24,1,0,70.83,out,14
Mumbai Indians Vs Rajasthan Royals,Mumbai Indians,7,Piyush Chawla,3,6,0,0,50.00,out,14
Mumbai Indians Vs Rajasthan Royals,Mumbai Indians,6,Hardik Pandya (c),34,21,6,0,161.90,out,14
Mumbai Indians Vs Rajasthan Royals,Mumbai Indians,5,Tilak Varma,32,29,0,2,110.34,out,14
Mumbai Indians Vs Rajasthan Royals,Mumbai Indians,4,Dewald Brevis,0,1,0,0,0.00,out,14
Mumbai Indians Vs Rajasthan Royals,Mumbai Indians,3,Naman Dhir,0,1,0,0,0.00,out,14
Mumbai Indians Vs Rajasthan Royals,Mumbai Indians,2,Rohit Sharma,0,1,0,0,0.00,out,14
Mumbai Indians Vs Rajasthan Royals,Mumbai Indians,1,Ishan Kishan ,16,14,2,1,114.28,out,14
Lucknow Super Giants Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,11,Mohammed Siraj,12,8,0,2,150.00,out,15
Lucknow Super Giants Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,10,Reece Topley,3,6,0,0,50.00,not_out,15
Lucknow Super Giants Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,9,Mayank Dagar,0,1,0,0,0.00,out,15
Lucknow Super Giants Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,8,Dinesh Karthik,4,8,0,0,50.00,out,15
Lucknow Super Giants Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,7,Mahipal Lomror,33,13,3,3,253.84,out,15
Lucknow Super Giants Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,6,Anuj Rawat ,11,21,0,0,52.38,out,15
Lucknow Super Giants Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,5,Cameron Green,9,9,1,0,100.00,out,15
Lucknow Super Giants Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,4,Glenn Maxwell,0,2,0,0,0.00,out,15
Lucknow Super Giants Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,3,Rajat Patidar,29,21,2,2,138.09,out,15
Lucknow Super Giants Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,2,Faf du Plessis (c),19,13,3,0,146.15,out,15
Lucknow Super Giants Vs Royal Challengers Bengaluru,Royal Challengers Bengaluru,1,Virat Kohli,22,16,2,1,137.50,out,15
