match,bowlingTeam,bowlerName,overs,maiden,runs,wickets,economy,0s,4s,6s,wides,noBalls,match_id
Chennai Super Kings Vs Sunrisers Hyderabad,Chennai Super Kings,Maheesh Theekshana,4,0,27,1,6.75,9,3,0,0,0,18
Chennai Super Kings Vs Sunrisers Hyderabad,Chennai Super Kings,Mukesh Choudhary,1,0,27,0,27.00,2,2,3,0,1,18
Chennai Super Kings Vs Sunrisers Hyderabad,Chennai Super Kings,Deepak Chahar,3.1,0,32,1,10.10,9,2,3,0,0,18
Chennai Super Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Jaydev Unadkat,4,0,29,1,7.25,8,3,0,1,0,18
Chennai Super Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Shahbaz Ahmed,1,0,11,1,11.00,3,1,1,0,0,18
Chennai Super Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Mayank Markande,2,0,21,0,10.50,0,1,1,0,0,18
Chennai Super Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Pat Cummins,4,0,29,1,7.25,9,2,1,0,0,18
Chennai Super Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,T Natarajan,4,0,39,1,9.75,6,3,2,0,0,18
Chennai Super Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Bhuvneshwar Kumar,4,0,28,1,7.00,11,3,1,0,0,18
Chennai Super Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Abhishek Sharma,1,0,7,0,7.00,2,1,0,0,0,18
Royal Challengers Bengaluru Vs Rajasthan Royals,Royal Challengers Bengaluru,Himanshu Sharma,2,0,29,0,14.50,0,3,1,0,0,19
Royal Challengers Bengaluru Vs Rajasthan Royals,Royal Challengers Bengaluru,Cameron Green,3.1,0,27,0,8.52,5,1,1,1,0,19
Royal Challengers Bengaluru Vs Rajasthan Royals,Royal Challengers Bengaluru,Mayank Dagar,2,0,34,0,17.00,4,5,2,0,0,19
Royal Challengers Bengaluru Vs Rajasthan Royals,Royal Challengers Bengaluru,Mohammed Siraj,4,0,35,1,8.75,5,3,1,1,0,19
Royal Challengers Bengaluru Vs Rajasthan Royals,Royal Challengers Bengaluru,Yash Dayal,4,0,37,1,9.25,10,5,1,0,0,19
Royal Challengers Bengaluru Vs Rajasthan Royals,Royal Challengers Bengaluru,Reece Topley,4,0,27,2,6.75,9,3,0,1,0,19
Royal Challengers Bengaluru Vs Rajasthan Royals,Rajasthan Royals,Riyan Parag,1,0,10,0,10.00,1,0,1,0,0,19
Royal Challengers Bengaluru Vs Rajasthan Royals,Rajasthan Royals,Yuzvendra Chahal,4,0,34,2,8.50,8,1,2,1,0,19
Royal Challengers Bengaluru Vs Rajasthan Royals,Rajasthan Royals,Avesh Khan,4,0,46,0,11.50,3,8,0,0,0,19
Royal Challengers Bengaluru Vs Rajasthan Royals,Rajasthan Royals,Ravichandran Ashwin,4,0,28,0,7.00,5,0,1,1,0,19
Royal Challengers Bengaluru Vs Rajasthan Royals,Rajasthan Royals,Nandre Burger,4,0,33,1,8.25,11,3,1,2,0,19
Royal Challengers Bengaluru Vs Rajasthan Royals,Rajasthan Royals,Trent Boult,3,0,30,0,10.00,5,2,2,1,0,19
Mumbai Indians Vs Delhi Capitals,Mumbai Indians,Piyush Chawla,2,0,32,0,16.00,2,2,3,0,0,20
Mumbai Indians Vs Delhi Capitals,Mumbai Indians,Mohammad Nabi,2,0,17,0,8.50,1,0,1,0,0,20
Mumbai Indians Vs Delhi Capitals,Mumbai Indians,Romario Shepherd,4,0,54,1,13.50,4,3,4,1,0,20
Mumbai Indians Vs Delhi Capitals,Mumbai Indians,Akash Madhwal,4,0,45,0,11.25,9,7,1,0,1,20
Mumbai Indians Vs Delhi Capitals,Mumbai Indians,Jasprit Bumrah,4,0,22,2,5.50,11,3,0,0,0,20
Mumbai Indians Vs Delhi Capitals,Mumbai Indians,Gerald Coetzee,4,0,34,4,8.50,11,3,2,0,0,20
Mumbai Indians Vs Delhi Capitals,Delhi Capitals,Anrich Nortje,4,0,65,2,16.25,7,4,6,3,1,20
Mumbai Indians Vs Delhi Capitals,Delhi Capitals,Lalit Yadav,1,0,15,0,15.00,1,3,0,0,0,20
Mumbai Indians Vs Delhi Capitals,Delhi Capitals,Axar Patel,4,0,35,2,8.75,8,3,2,0,0,20
Mumbai Indians Vs Delhi Capitals,Delhi Capitals,Jhye Richardson,4,0,40,0,10.00,8,2,3,1,0,20
Mumbai Indians Vs Delhi Capitals,Delhi Capitals,Ishant Sharma,3,0,40,0,13.33,5,4,1,4,0,20
Mumbai Indians Vs Delhi Capitals,Delhi Capitals,Khaleel Ahmed,4,0,39,1,9.75,8,3,2,0,0,20
Lucknow Super Giants Vs Gujarat Titans,Lucknow Super Giants,Ravi Bishnoi,2,0,8,1,4.00,5,0,0,1,0,21
Lucknow Super Giants Vs Gujarat Titans,Lucknow Super Giants,Krunal Pandya,4,0,11,3,2.75,13,0,0,0,0,21
Lucknow Super Giants Vs Gujarat Titans,Lucknow Super Giants,Yash Thakur,3.5,1,30,5,7.82,14,3,2,2,0,21
Lucknow Super Giants Vs Gujarat Titans,Lucknow Super Giants,Mayank Yadav,1,0,13,0,13.00,2,3,0,0,0,21
Lucknow Super Giants Vs Gujarat Titans,Lucknow Super Giants,Naveen-ul-Haq,4,0,37,1,9.25,7,3,1,1,1,21
Lucknow Super Giants Vs Gujarat Titans,Lucknow Super Giants,Manimaran Siddharth,4,0,29,0,7.25,10,0,1,1,3,21
Lucknow Super Giants Vs Gujarat Titans,Gujarat Titans,Darshan Nalkande,2,0,21,2,10.50,2,0,2,0,0,21
Lucknow Super Giants Vs Gujarat Titans,Gujarat Titans,Noor Ahmad,4,0,22,0,5.50,7,1,0,0,0,21
Lucknow Super Giants Vs Gujarat Titans,Gujarat Titans,Mohit Sharma,3,0,34,0,11.33,2,4,1,0,0,21
Lucknow Super Giants Vs Gujarat Titans,Gujarat Titans,Rashid Khan,4,0,28,1,7.00,4,0,1,0,0,21
Lucknow Super Giants Vs Gujarat Titans,Gujarat Titans,Spencer Johnson,4,0,32,0,8.00,12,4,1,1,0,21
Lucknow Super Giants Vs Gujarat Titans,Gujarat Titans,Umesh Yadav,3,0,22,2,7.33,11,2,1,0,0,21
Kolkata Knight Riders Vs Chennai Super Kings,Kolkata Knight Riders,Andre Russell,1,0,8,0,8.00,2,1,0,1,0,22
Kolkata Knight Riders Vs Chennai Super Kings,Kolkata Knight Riders,Varun Chakravarthy,4,0,26,0,6.50,11,0,2,0,0,22
Kolkata Knight Riders Vs Chennai Super Kings,Kolkata Knight Riders,Sunil Narine,4,0,30,1,7.50,5,1,1,0,0,22
Kolkata Knight Riders Vs Chennai Super Kings,Kolkata Knight Riders,Anukul Roy,1.4,0,18,0,10.80,4,4,0,0,0,22
Kolkata Knight Riders Vs Chennai Super Kings,Kolkata Knight Riders,Vaibhav Arora,4,0,28,2,7.00,11,3,1,0,0,22
Kolkata Knight Riders Vs Chennai Super Kings,Kolkata Knight Riders,Mitchell Starc,3,0,29,0,9.66,7,5,0,2,0,22
Kolkata Knight Riders Vs Chennai Super Kings,Chennai Super Kings,Rachin Ravindra,1,0,4,0,4.00,2,0,0,0,0,22
Kolkata Knight Riders Vs Chennai Super Kings,Chennai Super Kings,Ravindra Jadeja,4,0,18,3,4.50,11,1,0,1,0,22
Kolkata Knight Riders Vs Chennai Super Kings,Chennai Super Kings,Maheesh Theekshana,4,0,28,1,7.00,13,0,3,0,0,22
Kolkata Knight Riders Vs Chennai Super Kings,Chennai Super Kings,Shardul Thakur,3,0,27,0,9.00,3,3,0,1,1,22
Kolkata Knight Riders Vs Chennai Super Kings,Chennai Super Kings,Mustafizur Rahman,4,0,22,2,5.50,16,3,0,2,1,22
Kolkata Knight Riders Vs Chennai Super Kings,Chennai Super Kings,Tushar Deshpande,4,0,33,3,8.25,12,4,1,2,0,22
